Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,Class
75,0.760189673,1,1,0.760193295,1,1,1,1,1,0.760192393,1,1,0.619956293,1,0.760210637,1,0.760187736,1,1,0.760204033,1,1,1,1,1,0.760267474,1,1,0.620039695,1,0.760230111,1,0.760289306,1,1,0.760453427,1,1,1,1,1,0.760349596,1,1,0.620784532,1,0.760274573,1,0.760187736,1,0.620016193,0.760204033,1,0.620175152,1,1,0.620019472,0.760267474,1,1,1,1,0.760230111,1,0.760289306,1,0.620430467,0.760453427,1,0.620498274,1,1,0.620082123,0.760349596,1,1,1,1,0.760274573,1,33.0799,32.887,32.887,26.5851,26.6158,0
76,0.76019425,0.760202179,1,0.760188317,0.760199196,0.760199936,0.760201075,0.620025049,0.760199124,0.760197844,1,0.760188442,0.760195162,1,0.760204659,1,0.760204454,0.760221262,1,0.760192084,0.760215758,0.76020198,0.760415565,0.620113324,0.760202632,0.760209086,1,0.760201881,0.760212353,1,0.760216321,1,0.760259056,0.760391453,1,0.760212576,0.760229519,0.760247899,0.760187916,0.619969047,0.760338516,0.760219986,1,0.760423812,0.760260671,1,0.76025289,1,0.760204454,0.760221262,1,0.760192084,0.760215758,0.76020198,0.760415565,1,0.760202632,0.760209086,1,0.760201881,0.760212353,1,0.760216321,1,0.760259056,0.760391453,1,0.760212576,0.760229519,0.760247899,0.760187916,1,0.760338516,0.760219986,1,0.760423812,0.760260671,1,0.76025289,1,4.3899,4.4189,4.4297,5.0397,5.038,0
77,1,0.760192509,0.61992664,1,1,1,0.760204899,0.619962112,1,0.760207135,1,0.76019924,1,0.620059201,0.760189335,0.760198365,1,0.760219076,0.620065512,1,1,1,0.760207378,0.619989449,1,0.760213167,1,0.762225108,1,0.620143491,0.760357714,0.760216984,1,0.760250395,0.620966821,1,1,1,0.760205575,0.621425938,1,0.760276278,1,0.765160509,1,0.620174072,0.760187584,0.760210622,1,0.760219076,1,1,1,1,0.760207378,1,1,0.760213167,1,0.762225108,1,1,0.760357714,0.760216984,1,0.760250395,1,1,1,1,0.760205575,1,1,0.760276278,1,0.765160509,1,1,0.760187584,0.760210622,9.6461,9.6837,9.6429,17.3712,17.3036,0
78,1,0.760196009,0.760193175,1,0.760193917,0.619927573,0.760194932,1,0.760283012,0.760201892,0.619953047,1,1,0.760197755,1,1,1,0.760201627,0.760194455,1,0.760207055,0.619980473,0.760194392,1,0.760201249,0.760205233,0.620245517,1,1,0.760204964,1,1,1,0.760277355,0.760191515,1,0.76028981,0.621227056,0.760187575,1,0.760260183,0.760324788,0.619955426,1,1,0.760288327,1,1,1,0.760201627,0.760194455,1,0.760207055,1,0.760194392,1,0.760201249,0.760205233,1,1,1,0.760204964,0.760194953,1,1,0.760277355,0.760191515,1,0.76028981,1,0.760187575,1,0.760260183,0.760324788,1,1,1,0.760288327,0.760201272,1,10.4345,10.473,10.4956,14.4285,14.3872,0
79,0.760200701,1,1,0.760196328,1,1,0.620042555,0.760198618,0.760197182,1,1,0.760197864,1,1,0.760190861,0.760192662,0.760200615,1,1,0.760203986,1,1,0.619928833,0.760206153,0.760201907,1,1,0.760204721,1,1,0.760210484,0.760207366,0.760264442,1,1,0.76026727,1,1,0.619911466,0.760309706,0.760336524,1,1,0.760277247,1,1,0.760374808,0.760280656,0.760200615,0.619978002,1,0.760203986,1,1,1,0.760206153,0.760201907,1,1,0.760204721,1,1,0.760210484,0.760207366,0.760264442,0.619965175,1,0.76026727,1,1,1,0.760309706,0.760336524,1,1,0.760277247,1,1,0.760374808,0.760280656,17.4661,17.3828,17.3603,17.0539,17.0178,1
80,0.76018843,1,0.760196833,1,0.76023982,0.760203923,1,0.760191343,1,0.760187536,0.760199612,0.760229311,0.760200867,0.760187598,0.760191718,1,0.760273588,1,0.760219374,1,0.76019211,0.760210721,1,0.760194184,1,0.76038844,0.760283237,0.76084194,0.760225767,0.76057664,0.760214979,1,0.760236151,1,0.76018792,1,0.760207639,0.76048792,1,0.760275695,1,0.760216924,0.760240845,0.760208721,0.76021453,0.760250812,0.760243457,1,0.760273588,0.760237836,0.760219374,1,0.76019211,0.760210721,1,0.760194184,0.760259635,0.76038844,0.760283237,1,0.760225767,0.76057664,0.760214979,1,0.760236151,0.760207156,0.76018792,1,0.760207639,0.76048792,1,0.760275695,0.760208899,0.760216924,0.760240845,1,0.76021453,0.760250812,0.760243457,1,1.4659,1.4656,1.4551,3.1149,3.0895,2
81,0.760238787,1,0.760189139,1,0.760242798,1,1,0.760188052,0.619971556,0.761439068,1,0.620047282,0.760215153,0.7601977,1,1,0.760188223,1,0.760443586,1,0.760188141,1,1,0.76022611,0.620092364,0.76040886,1,0.620065581,0.760208068,0.760199195,1,1,0.760203647,1,0.760617603,1,0.760237806,1,1,0.760216825,0.620069362,0.760225384,1,0.620761588,0.76034462,0.760351703,1,1,0.760188223,1,0.760443586,1,0.760188141,1,0.760241083,0.76022611,1,1,1,1,0.760208068,0.760199195,0.760343338,1,0.760203647,1,0.760617603,1,0.760237806,1,0.760224867,0.760216825,1,1,1,1,0.76034462,0.760351703,0.760210263,1,11.7676,11.6987,11.6746,8.6417,8.6038,3
82,0.760195214,0.76019667,1,1,1,0.76019593,0.760193454,0.619939836,0.76019368,0.760192104,1,1,0.760187545,0.620058886,0.619960576,0.760194789,0.760228897,0.760236309,1,1,1,0.760191549,0.760305309,0.61995827,0.760246151,0.76022251,1,1,0.760256326,0.619966269,0.620025382,0.760207337,0.760315527,0.760310793,1,1,1,0.761586238,0.76019407,0.619935759,0.760229539,0.760202208,1,1,0.760246415,0.620054774,0.619913053,0.760264294,1,0.760236309,1,1,1,0.760191549,0.760305309,1,0.760246151,0.76022251,1,0.760240318,0.760256326,1,0.620025382,0.760207337,1,0.760310793,1,1,1,0.761586238,0.76019407,1,0.760229539,0.760202208,1,0.761708702,0.760246415,1,0.619913053,0.760264294,4.4405,4.5691,4.5075,17.9738,18.0021,1
83,1,1,0.760201828,0.760200951,1,1,1,0.760197303,0.619986447,0.619936391,0.619986424,0.764678747,1,1,1,1,1,1,0.760681964,0.760190705,1,1,1,0.760201615,0.620007306,0.619922785,0.620193697,0.760225274,1,1,1,1,1,1,0.760360996,0.760565002,1,1,1,0.760731488,0.619912068,0.620099211,0.619915177,0.760245618,1,1,1,1,1,1,0.760681964,0.760190705,1,1,1,0.760201615,1,1,1,0.760225274,1,0.760190413,1,0.760190534,1,1,0.760360996,0.760565002,1,1,1,0.760731488,1,1,1,0.760245618,1,0.760193316,1,0.760214798,19.6873,19.6279,19.6359,24.1829,24.2047,2
84,0.760391048,1,1,0.760187753,1,0.760223843,1,1,0.76019539,1,1,1,0.760198067,1,1,1,0.76037912,1,1,0.760188585,1,0.760296897,1,1,0.760229688,1,1,1,0.760422428,1,1,1,0.76021434,1,1,0.761840726,1,0.760189855,1,1,0.760187604,1,1,1,0.760206932,1,1,1,0.76037912,1,1,0.760188585,0.760201092,0.760296897,0.760190661,1,0.760229688,1,0.796809295,1,0.760422428,1,0.760196922,1,0.76021434,1,1,0.761840726,0.760216988,0.760189855,0.760316174,1,0.760187604,1,0.760226475,1,0.760206932,1,0.760281016,1,29.9003,30.0098,30.0648,9.4123,8.9612,3
85,1,1,1,0.760211471,1,1,0.766517917,0.620185879,0.76022164,0.619969516,0.760194007,1,1,0.620103651,0.760189145,0.619940429,1,1,1,0.76023365,1,1,0.762041669,0.619922959,0.760219528,0.620007582,0.76029096,1,1,0.620139497,0.760211455,0.619969221,1,1,1,0.760206791,1,1,0.760463298,0.620922214,0.760420175,0.620733768,0.760190255,1,1,0.634900871,0.760253288,0.620471828,1,0.760189262,0.760191415,0.76023365,1,0.619984958,0.762041669,1,0.760219528,1,0.76029096,0.760217039,1,1,0.760211455,1,1,0.760206262,0.76027894,0.760206791,1,0.619994697,0.760463298,1,0.760420175,1,0.760190255,0.760193822,1,1,0.760253288,1,13.3951,13.2685,13.1887,12.3245,12.3343,0
86,0.760582241,1,0.529879289,0.762049059,0.76560915,1,1,1,1,0.760592943,0.760653819,1,1,1,1,0.760226681,0.769065181,1,0.522588323,0.760199228,0.780255405,1,1,1,1,0.760285087,0.760255228,1,1,1,1,0.762236125,0.761435483,1,0.520747058,0.760293645,0.760482637,1,1,1,1,0.760191705,0.761335318,1,1,1,1,0.760770406,1,1,0.761523794,1,0.780255405,0.767217622,0.76018754,1,0.760385124,1,1,0.621624357,1,0.760463407,0.623259405,1,1,1,0.760345979,1,0.760482637,0.762972263,0.767931294,1,0.760214033,1,1,0.621626443,1,0.760354524,0.620112268,1,25.2182,25.7934,25.3187,17.5328,17.3679,0
87,1,1,0.760189588,0.760196914,1,1,0.760199097,0.76023663,1,1,0.760193737,0.760209353,0.760225713,0.760204159,0.760195125,0.760220557,1,1,0.760190379,0.760216397,1,1,0.760207781,0.760199519,1,1,0.760189211,0.760213364,0.76018764,0.760195766,0.760198253,0.760309429,1,1,0.760234765,0.760320507,1,1,0.760271175,0.760202094,1,1,0.7602017,0.760409387,0.760337168,0.760219949,0.760543217,0.760669328,1,1,0.760190379,0.760216397,1,1,0.760207781,0.760199519,1,1,0.760189211,0.760213364,0.76018764,0.760195766,0.760198253,0.760309429,1,1,0.760234765,0.760320507,1,1,0.760271175,0.760202094,1,1,0.7602017,0.760409387,0.760337168,0.760219949,0.760543217,0.760669328,7.8304,7.819,7.7856,7.8295,7.794,0
88,1,1,1,0.760197635,1,1,1,0.760206644,1,1,1,0.760197134,1,1,1,0.760207966,1,1,1,0.760230002,1,1,1,0.760251115,1,1,1,0.760244541,1,1,1,0.760187571,1,1,1,0.760251598,1,1,1,0.760242383,1,1,1,0.760305849,1,1,1,0.7602675,1,1,1,0.760230002,1,1,1,0.760251115,1,1,1,0.760244541,1,0.620105726,1,0.760187571,1,1,1,0.760251598,1,1,1,0.760242383,1,1,1,0.760305849,1,0.619997852,1,0.7602675,33.3875,33.553,33.5293,34.03,33.9576,0
89,0.760199362,1,0.760197832,0.760199744,0.760207535,0.760202089,1,1,1,0.760191422,1,0.760198163,0.760198508,0.760210498,0.760208222,1,0.760197365,1,0.760196668,0.760215267,0.760188856,0.76020352,1,1,1,0.760202559,1,0.760206969,0.760212995,0.760199485,0.760215624,1,0.760293653,1,0.760554422,0.760290142,0.760189306,0.760435532,1,1,1,0.760190324,1,0.760276882,0.760192207,0.760251312,0.760326681,1,0.760197365,1,1,0.760215267,0.760188856,0.76020352,1,0.760187737,0.760196362,0.760202559,1,0.760206969,0.760212995,0.760199485,0.760215624,1,0.760293653,1,1,0.760290142,0.760189306,0.760435532,1,0.760880332,0.760287405,0.760190324,1,0.760276882,0.760192207,0.760251312,0.760326681,1,6.3702,6.3927,6.3748,1.8713,1.8693,0
90,0.760206477,1,0.760189995,0.760274497,0.76025906,1,1,0.760227655,0.760223467,0.760210674,1,1,0.76021963,0.760276144,0.76018826,1,0.760188622,1,0.760188034,0.760256032,0.760199766,1,1,0.760194795,0.760272626,0.760218747,1,1,0.760193704,0.760193839,0.760279263,1,0.760343986,1,0.760206117,0.76019411,0.760256239,1,1,0.760286029,0.760394374,0.760270042,1,1,0.760187971,0.760222479,0.760260339,1,0.760188622,1,0.760188034,0.760256032,1,0.761578559,0.760361395,0.760194795,0.760272626,0.760218747,1,0.619921383,0.760193704,0.760193839,0.760279263,0.76019141,0.760343986,1,0.760206117,0.76019411,1,0.7605102,0.760269696,0.760286029,0.760394374,0.760270042,1,0.620100558,0.760187971,0.760222479,0.760260339,0.760224189,8.9105,8.9406,8.9408,3.265,3.2644,0
91,0.760200701,1,1,0.760196328,1,1,0.620042555,0.760198618,0.760197182,1,1,0.760197864,1,1,0.760190861,0.760192662,0.760200615,1,1,0.760203986,1,1,0.619928833,0.760206153,0.760201907,1,1,0.760204721,1,1,0.760210484,0.760207366,0.760264442,1,1,0.76026727,1,1,0.619911466,0.760309706,0.760336524,1,1,0.760277247,1,1,0.760374808,0.760280656,0.760200615,0.619978002,1,0.760203986,1,1,1,0.760206153,0.760201907,1,1,0.760204721,1,1,0.760210484,0.760207366,0.760264442,0.619965175,1,0.76026727,1,1,1,0.760309706,0.760336524,1,1,0.760277247,1,1,0.760374808,0.760280656,17.399,17.2991,17.28,17.0244,16.9648,1
92,0.619912981,1,0.760196524,0.760188365,1,1,1,0.760982246,0.760229825,1,1,0.760193877,0.760189534,0.61999623,1,0.619921524,0.619984419,1,0.760199306,0.760279301,1,1,1,0.760188268,0.760187615,1,1,0.760191304,0.760248035,0.620039715,1,0.619931925,0.619944015,1,0.760229342,0.760190197,1,1,1,0.760222947,0.760248595,1,1,0.760233725,0.76025493,0.619923522,1,0.620052398,1,1,0.760199306,0.760279301,1,0.761642829,0.619927079,0.760188268,1,0.619961473,1,0.760191304,0.760248035,1,1,0.619931925,1,1,0.760229342,0.760190197,1,0.760193622,0.619923951,0.760222947,1,0.619992585,1,0.760233725,0.76025493,1,1,0.620052398,13.6536,13.5843,13.5358,12.6203,12.629,2
93,1,1,1,0.760200973,1,0.619976912,1,1,0.760203605,1,0.760207547,1,0.760189781,1,1,1,1,1,1,0.760209309,1,0.620012272,1,1,0.760187577,1,0.760206434,1,0.760203762,1,1,1,1,1,1,0.760288517,1,0.620671066,1,1,0.760223154,1,0.760339994,1,0.760281725,1,1,1,1,1,0.620131743,0.760209309,1,1,0.620097137,0.76021934,1,1,0.760206434,1,0.760203762,1,1,1,1,1,0.620762173,0.760288517,1,1,0.621027841,0.760486919,1,1,0.760339994,1,0.760281725,1,1,1,33.1453,32.9377,32.796,24.438,24.4363,3
94,0.619980864,1,1,0.760191951,1,0.760198829,1,0.620078476,0.620028381,0.760210787,0.760388703,1,0.760248687,0.760188084,0.619971943,1,0.620009143,1,1,0.760198432,1,0.760204154,1,0.619912589,0.620062555,0.760270733,0.760189561,1,0.760262406,0.760190047,0.620229196,1,0.655033322,1,1,0.76022595,1,0.760199334,1,0.620511655,0.62025124,0.760585271,0.761575277,1,0.760233966,0.760192488,0.620320235,1,1,0.760190199,1,0.760198432,1,0.760204154,0.619950694,1,1,0.760270733,1,1,0.760262406,0.760190047,1,0.620026581,1,0.760405994,1,0.76022595,1,0.760199334,0.62021441,1,1,0.760585271,1,1,0.760233966,0.760192488,1,0.620092496,6.9105,6.9076,7.1034,16.0513,16.121,1
95,1,1,0.760198472,1,0.760198341,0.760207084,0.619928018,0.760208693,0.760203141,1,1,0.61997638,0.760203556,0.760187925,1,0.619952662,1,1,0.760206297,1,0.760190067,0.760256199,0.620147155,0.760253019,0.760455426,1,1,0.620322061,0.760249991,0.76034727,1,0.619950523,1,1,0.760243068,1,0.760223216,0.760347737,0.620079037,0.760198493,0.760188671,1,1,0.619958503,0.760202857,0.760229549,1,0.620096577,1,1,0.760206297,1,0.619910947,0.760256199,0.620147155,0.619993692,0.760455426,0.619942653,1,1,0.760249991,1,1,1,1,1,0.760243068,1,0.619933058,0.760347737,0.620079037,0.619919058,0.760188671,0.622605078,1,1,0.760202857,1,1,1,9.0294,9.0734,9.0499,15.3096,15.3898,2
96,1,1,1,0.760239516,1,1,1,0.760250784,0.760775994,1,1,0.761423719,0.760645866,1,0.76018845,0.760270044,1,1,1,0.760210224,1,1,1,0.760679834,0.760191811,1,1,0.76019157,0.760189515,1,0.760213938,0.760621406,1,1,1,0.760194625,1,1,1,0.760319375,0.760283196,1,1,0.7602744,0.760212075,1,0.760277107,0.760244751,0.760276792,0.760636967,0.760194902,0.760210224,0.760202349,1,0.760211201,1,1,1,0.760227819,0.76019157,0.760189515,0.760324589,0.760213938,1,0.760192235,0.760236062,0.760233196,0.760194625,0.760222818,1,0.760206181,1,1,1,0.760214154,0.7602744,0.760212075,0.760209043,0.760277107,1,17.5783,17.6285,14.6271,4.8548,4.8332,3
97,0.7602,0.7602,0.62,1,1,0.7602,1,1,0.6199,1,0.766,1,0.7602,0.7602,0.62,1,0.7607,0.7602,0.62,1,1,0.7603,1,1,0.621,1,0.7656,1,0.7602,0.7602,0.62,1,0.7602,0.7604,0.6206,1,1,0.7608,1,1,0.6209,1,0.7609,1,0.7602,0.7603,0.6207,1,1,0.7602,0.62,1,0.7602,1,0.7602,1,0.7607,0.6201,0.7656,1,1,0.7602,1,1,1,0.7604,0.6206,1,0.7603,1,0.7602,1,0.7604,0.6203,0.7609,1,1,0.7603,1,1,19.1841,19.0605,18.9197,14.7247,14.6369,0
98,0.7602,1,0.7602,1,1,1,1,1,0.7602,1,1,1,1,1,0.761,1,0.760200847,1,0.760187541,1,1,1,1,1,0.760225647,1,1,1,1,1,0.760198184,1,0.760246842,1,0.760270862,1,1,1,1,1,0.760246195,1,1,1,1,1,0.760246693,1,0.760200847,1,0.760187541,1,0.76020158,0.620000489,1,1,1,1,0.61992041,1,1,1,1,1,0.760246842,1,0.760270862,1,0.76023384,0.620586875,1,1,1,1,0.619944158,1,1,1,1,1,41.5522,41.3294,41.1658,31.4618,31.2769,0
99,0.7677,0.7605,1,1,1,1,0.7603,0.7609,0.7603,0.7607,0.7602,0.7784,0.7636,0.7603,1,0.7612,0.76018857,0.760194339,1,1,1,1,0.760407743,0.7607682,0.760391117,0.76119573,0.760243026,0.760315459,0.760222477,0.760286632,1,0.760190783,0.762599323,0.765635109,1,1,1,1,0.761432675,0.760436417,0.760253416,0.760605783,0.760312757,0.7602596,0.760194292,0.764457333,1,0.760198482,0.76018857,0.760194339,1,1,0.771757802,1,1,1,1,1,0.620052347,0.760315459,1,1,0.760242103,1,0.762599323,0.765635109,1,1,0.760187557,1,1,1,1,1,0.620083115,0.7602596,1,1,0.760909376,1,4.0887,4.0908,4.164,27.7528,27.4346,0
100,1,0.760669438,1,1,0.760225611,1,0.760792043,1,0.620244252,0.770195118,1,0.760289152,0.761238274,1,0.760196465,0.761770838,1,0.760234502,1,1,0.769342997,1,0.760597105,1,0.62455709,0.760192881,1,0.760208478,0.760242618,1,0.760289776,0.770242454,1,0.762035142,1,1,0.760193357,1,0.760442437,1,0.622980449,0.760333948,1,0.760217797,0.760188685,1,0.760584708,0.76020722,0.760522456,1,0.761710908,1,0.769342997,1,0.760597105,0.760307814,1,0.760192881,0.7602006,0.760208478,0.760242618,1,0.760289776,0.770242454,0.760331137,1,0.76021795,1,0.760193357,1,0.760442437,0.760512261,1,0.760333948,0.760668435,0.760217797,0.760188685,1,0.760584708,0.76020722,13.8604,13.8578,13.684,4.1323,2.7527,0
101,1,0.760199264,0.760349554,0.760907737,1,1,1,1,1,1,0.761521443,1,0.760605814,1,0.76109744,0.760464729,1,0.760562388,0.760528165,0.760189343,1,1,1,1,1,1,0.760741534,1,0.760509943,1,0.761370389,0.764129863,1,0.760707893,0.760532474,0.760670336,1,1,1,1,1,1,0.760347469,1,0.761359412,1,0.761539831,0.760199755,1,0.760562388,1,0.619969412,1,0.760196326,0.760286783,1,0.763944902,1,0.622114598,0.760544147,0.62042277,0.624927852,1,0.764129863,1,0.760707893,1,0.621114953,1,0.760192051,0.760194341,1,0.760211743,1,0.620917946,0.760245681,0.621393705,0.627014594,1,0.760199755,10.0996,10.0865,10.0771,8.8658,8.895,0
102,0.538982064,0.760814778,0.760296132,1,1,1,1,1,0.760189515,1,1,1,1,1,1,0.760190966,0.532405779,0.760247501,0.760192294,1,1,1,1,1,0.760187598,1,1,1,1,1,1,0.760302302,0.521097555,0.760468009,0.76044043,1,1,1,1,1,0.760633626,1,1,1,1,1,1,0.760198536,1,0.620120043,0.760192294,0.760198283,1,0.760189209,1,0.760210041,1,0.620107933,1,0.61998494,1,0.760240668,1,1,1,0.620449547,0.76044043,0.760439064,1,0.760583583,1,0.760393737,1,0.620053924,1,0.620229021,1,0.760393759,1,1,37.6909,37.9165,38.2672,10.8495,10.8674,0
103,0.619953225,1,0.760202181,1,1,0.760204991,0.619953859,0.76019377,0.619956137,0.760228536,1,0.760192954,1,0.619960508,1,0.760195916,0.620021439,1,0.760194927,1,1,0.760213043,0.619955474,0.760204562,0.620072288,0.760263587,1,0.760204388,1,0.619915205,1,0.760200728,0.620747737,1,0.760292903,1,1,0.760338111,0.620558847,0.760286017,0.620576055,0.760478373,1,0.760227407,1,0.620168661,1,0.760285912,1,1,0.760194927,0.760235441,1,0.760213043,1,0.760204562,1,0.760263587,1,0.760204388,1,0.619915205,1,0.760200728,1,1,0.760292903,0.76032924,1,0.760338111,1,0.760286017,1,0.760478373,1,0.760227407,1,0.620168661,1,0.760285912,5.1868,5.1649,5.1234,16.8658,16.7942,1
104,1,1,0.7602,0.7602,1,1,0.62,0.7602,0.6201,1,0.7602,0.7604,0.62,1,0.6201,0.7602,1,1,0.760202256,0.760218313,1,1,0.620075501,0.760354225,0.620028746,1,0.76023602,0.760226917,0.620011879,1,0.620001836,0.760236615,1,1,0.760187664,0.760326922,1,1,0.62000182,0.760190043,0.619947484,1,0.760206205,0.760194755,0.620050695,1,0.619920836,0.760189087,1,1,0.760202256,0.760218313,1,1,1,0.760354225,1,1,0.76023602,1,1,0.620207687,0.620001836,0.760236615,1,1,0.760187664,0.760326922,1,1,1,0.760190043,1,1,0.760206205,1,1,0.628921854,0.619920836,0.760189087,11.4576,11.3595,11.3414,20.1919,20.1437,2
105,1,1,0.7602,0.7602,0.62,1,0.7607,1,0.6199,0.7602,0.7602,0.6199,1,0.62,1,0.7602,1,1,0.760305506,0.76018774,0.620004902,1,0.760559216,1,0.620087351,0.760192093,0.76018945,0.619912403,1,0.620467545,1,0.760195039,1,1,0.76018778,0.760190607,0.620219637,1,0.760198463,1,0.620131062,0.760241826,0.760189186,0.619996437,1,0.620044139,1,0.760199587,0.629318058,1,0.620387013,0.76018774,1,1,0.621532471,1,1,0.760192093,0.76018945,0.76019657,1,1,1,1,0.619960174,1,0.61998877,0.760190607,1,1,0.619915056,1,1,0.760241826,0.760189186,0.760270063,1,1,1,1,8.0773,8.008,7.9886,23.4995,23.3558,3
106,1,0.760398022,0.623790566,1,0.761205786,1,1,0.762383322,0.760196947,0.76316596,1,0.76021254,1,0.760941768,1,1,1,0.760242675,0.63385942,1,0.760271988,1,1,0.76018973,0.760199053,0.781530556,1,0.76045568,1,0.760187887,1,1,1,0.760267734,0.619916668,1,0.760277323,1,1,0.760326209,0.76061989,0.812375095,1,0.76021051,1,0.760239267,1,1,0.760187623,0.760242675,1,0.760188199,0.620172419,1,0.760243934,0.76018973,1,1,1,1,1,1,1,1,0.760265697,0.760267734,1,0.76047224,0.620028254,1,0.760466805,0.760326209,1,1,1,1,1,1,1,1,12.4636,12.4265,13.1963,31.3963,31.3188,1
107,0.760199736,1,0.760200612,0.619927627,0.760346128,0.760221118,0.760188236,1,0.76019687,1,1,1,0.760187541,0.760199116,0.760196625,0.619928499,0.760234177,1,0.760199891,0.619939721,0.760225633,0.763279036,0.760211711,1,0.760228329,1,1,1,0.760309142,0.760203017,0.76037926,0.619974331,0.760191147,1,0.760200129,0.61991775,0.760223937,0.760267334,0.760188272,1,0.760190748,1,1,1,0.7602989,0.760187561,0.760226285,0.628547807,0.760234177,1,0.760199891,1,0.760225633,0.763279036,0.760211711,1,0.760228329,1,1,0.760202283,1,0.760203017,0.76037926,1,0.760191147,1,0.760200129,1,0.760223937,0.760267334,0.760188272,1,0.760190748,1,1,0.760339853,1,0.760187561,0.760226285,1,8.1446,8.1586,8.2175,8.7082,8.6045,2
108,0.619936259,0.760245156,0.620035581,0.760198221,1,0.62024806,0.619949924,0.760192459,0.760198918,1,0.760189904,0.760192152,1,1,1,0.760210586,0.647038736,0.760641619,0.619921083,0.760258376,1,0.620914939,0.619991064,0.760198877,0.760676954,1,0.760702732,0.760188875,1,1,1,0.760196832,0.619936073,0.76024678,0.620056863,0.760188571,1,0.619939635,0.619967166,0.760252185,0.760196151,1,0.760196036,0.760196934,1,1,1,0.760257544,0.647038736,0.760641619,1,0.760258376,1,1,1,0.760198877,0.620904858,1,0.760702732,1,1,0.620060958,1,0.760196832,0.619936073,0.76024678,1,0.760188571,1,1,1,0.760252185,0.619912743,1,0.760196036,1,1,0.620085916,1,0.760257544,7.1046,7.1703,7.1276,12.9371,12.9282,3
109,0.994440299,0.97298404,0.992884311,1,0.989754136,0.979890444,0.993930736,0.983157109,0.983329997,0.96017216,0.981519227,0.979981437,0.981218948,0.986141695,0.986223589,0.999772516,0.979184751,0.980948291,0.968393352,1,0.993841318,0.986193222,0.970376191,0.973702245,0.981798079,0.979029414,0.983068193,0.981268104,0.988358812,0.984722083,0.990889902,0.981414304,0.958190016,0.962404876,0.967858352,1,0.960319723,0.973338561,0.970647467,0.980823724,0.981518775,0.97068311,0.982810857,0.99323662,0.977597975,0.968883107,0.994466326,0.979914812,0.996552303,0.987551017,0.993850053,0.993551874,1,0.988939414,0.993197786,0.992992788,0.991343484,0.998965691,0.994977543,0.994362549,0.988827596,0.988715779,0.997130025,0.980031309,0.991080023,0.986707126,1,0.981582494,0.968280452,0.989402371,0.991006683,0.990548308,0.994407825,0.981078281,0.994160303,0.99394945,0.99453617,0.997662288,0.970636499,0.981050779,10.788,0.3065,0.378,2.553,9.0104,0
110,0.992680458,0.984760659,0.979179172,1,0.990046497,0.97270178,0.969727376,0.951038802,0.97110707,0.935279836,0.978041373,0.99613865,0.973678316,0.974368163,0.970775585,0.973391627,0.989174069,0.989292137,1,0.990045956,0.988165949,0.974124934,0.968711968,0.993833215,0.985177919,0.931021016,0.996666848,0.996739506,0.991190308,0.941874194,0.994832253,0.99663052,0.942922354,0.962568582,0.981626651,0.967344072,0.958486591,0.97236536,1,0.96275293,0.95325462,0.968976869,0.975323706,0.983830049,0.96649256,0.962015538,0.996251591,0.974665321,0.982900192,0.99001471,0.990897339,0.983354879,0.993759194,0.923202425,0.94880756,0.922444613,0.994374359,0.959853787,0.986956716,1,0.978397896,0.936664735,0.968778139,0.953006731,0.986763112,0.991764524,0.98858512,0.982618043,0.987355264,0.950969764,0.989468794,0.930207982,0.989669214,0.983009775,0.988521349,0.983711248,0.991044831,0.958995709,1,0.960954368,9.013,32.12,2.3193,11.8932,22.5128,0
111,0.966327245,0.980936731,0.961325719,0.967377835,0.971463463,0.994414812,1,0.976375195,0.953603434,0.961056337,0.989224718,0.987841891,0.978754737,0.99609396,0.970323079,0.969595747,0.985265164,0.976536769,0.960831103,0.977507599,0.979766819,0.979304087,0.974958037,0.980302137,0.98585492,0.956267296,1,0.992587216,0.991489362,0.99236946,0.969559497,0.981599601,0.946670588,0.967479956,0.987718494,0.923577897,0.966199912,0.963475493,1,0.966891828,0.944715925,0.991065637,0.997846412,0.92280814,0.968725405,0.9494469,0.969209746,0.959012636,0.973562512,0.986568998,0.969019275,0.985051574,0.975919938,0.976172842,0.985692866,1,0.981501888,0.970491537,0.971548314,0.979885109,0.979279947,0.977365103,0.988185776,0.990958686,0.98507271,0.990146337,0.989779348,0.99038488,0.990761044,0.986485619,0.984513051,0.994036424,0.977742098,0.986531492,1,0.996146612,0.988751778,0.991329878,0.985898436,0.997825588,2.9482,5.9433,5.8801,0.5241,5.8246,0
